key,rank,appId,contextId,ipAddr,hostname,PID,timestamp,transportSession,msgRxRate,byteRxRate,msgUnrcvrdRate,nakTxRate,lossRate,dgmsDpdRate,outOfOrderRate,dupMsgRxRate
<!>transportSession,LBTRM:192.168.50.206:14301:38a16eb7:224.10.10.11:14400
<!>numReceivers,1
RCVLBTRM00000001,1,topicResDom1,10f1ff90,127.0.0.1,centos5dev,12656,Thu Aug  9 12:36:22 2012,LBTRM:192.168.50.206:14301:38a16eb7:224.10.10.11:14400,10.00,460.00,0.00,0.00,0.00,0.00,0.00,0.00
