Java Vendor,Java Version,Node,Heap Size,Free Memory,Max Heap Dumps on Disk,Max Memory,Max System Dumps on Disk
IBM Corporation,1.6.0,nysupsvr1f.ny.us.itrs,123133440,11973048,10,268435456,10
