processName,/group,instanceCount,percentCPU,residentSetSize,processId,numThreads,percentMemory,virtualMemory,startTime,args,user
Liberator,,1,0.03 %,212704 Kb,16959,37,1.31 %,3576548 Kb,Fri Jun 13 09:09:09 2014,/home/caplin/DeploymentFramework-6.0.3-262087/servers/Liberator/bin/rttpd -r /home/caplin/DeploymentFramework-6.0.3-262087/servers/Liberator -f rttpd.conf -n rttpd -d,caplin
