processName,/group,instanceCount,percentCPU,residentSetSize,processId,numThreads,percentMemory,virtualMemory,startTime,args,user
Transformer,,1,0.03 %,194592 Kb,17152,41,1.20 %,3652328 Kb,Fri Jun 13 09:09:12 2014,/home/caplin/DeploymentFramework-6.0.3-262087/servers/Transformer/bin/transformer -r /home/caplin/DeploymentFramework-6.0.3-262087/servers/Transformer -f transformer.conf -n transformer -d,caplin
