Realm,No Of Channels,No Of Queues,Current Connections,Total Connections,FreeMemory,TotalMemory,No Of Threads,Published,Consumed,Published/sec,Consumed/sec
nirvana61a,4,0,2,14,463963680,518979584,143,0,0,,
