identifier,broadcast,close,globalStatus,groupChange,groupMerge,groupStatus,image,load,lock,openWindow,ready,rename,status,update,pingAck,insertAck,insertNak,obsolete,unknown
IDN_RDF.0,0,0,0,0,0,41,32,0,32,1,0,0,0,1816301,0,0,0,0,0
