mode,version,startTime,host,processID,nodeID,bcastAddress,sendPort,recvPort,devicePath,deviceState
source,rrcp6.1.F21,Fri Feb 24 21:46:42 2012,stlimsrh1 Linux 2.6.32-131.0.15.el6.x86_64,23742,33002,192.168.116.95,0x8001,0x8000,/tmp/.rrcp/source.1,Up
