Report Key,Report Group,Report Name,Report Type,Report Arguments,Report Launch Date,Report Duration In Seconds,Execution Status,Report Status,Nb Errors,Nb Warnings,Report Duration
<!>Data Availability,OK
<!>Nb Jobs Executed,207
<!>Nb Jobs No Results,64
<!>Nb Jobs Failed,1
<!>Nb Jobs Succeeded,270
<!>Nb Errors,1
<!>Nb Warnings,908
<!>Total Duration in Seconds,26403
<!>Total Duration,07:20:03
RUSSIA_PnLMtmFxTradYear - jeu. 8 aoû13 - 05:23:27,OTHER,RUSSIA_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:23:27,28,EXECUTED,SUCCEED,0,0,00:00:28
UK_PnLMtmYear - jeu. 8 aoû13 - 05:19:45,OTHER,UK_PnLMtmYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:19:45,257,EXECUTED,SUCCEED,0,1,00:04:17
UK_PnLMtmDay - jeu. 8 aoû13 - 05:19:42,OTHER,UK_PnLMtmDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:19:42,264,EXECUTED,SUCCEED,0,1,00:04:24
DIFC_PnLMtmFxTradYear - jeu. 8 aoû13 - 05:23:54,OTHER,DIFC_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:23:54,21,NO_RESULT,SUCCEED,0,0,00:00:21
ASTONISH - jeu. 8 aoû13 - 05:13:45,OTHER,ASTONISH,REPORT,TRESO-PAR; 07/06/2012,jeu. 8 aoû13 - 05:13:45,636,EXECUTED,SUCCEED,0,0,00:10:36
JOHANNESBG_PnLMtmIRSBDYear - jeu. 8 aoû13 - 05:23:57,OTHER,JOHANNESBG_PnLMtmIRSBDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:23:57,24,NO_RESULT,SUCCEED,0,0,00:00:24
PRAHA_PnLMtmIRSBORDYear - jeu. 8 aoû13 - 05:24:17,PnL_EUROPE,PRAHA_PnLMtmIRSBORDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:24:17,17,NO_RESULT,SUCCEED,0,0,00:00:17
BAHRAIN_PnLMtmFxTradYear - jeu. 8 aoû13 - 05:24:18,OTHER,BAHRAIN_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:24:18,21,EXECUTED,SUCCEED,0,0,00:00:21
BRATISLAVA_PnLMtmLDYear - jeu. 8 aoû13 - 05:23:59,OTHER,BRATISLAVA_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:23:59,65,EXECUTED,SUCCEED,0,0,00:01:05
KIEV_PnLMtmLDYear - jeu. 8 aoû13 - 05:24:13,OTHER,KIEV_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:24:13,60,EXECUTED,SUCCEED,0,0,00:01:00
BUDAPEST_PnLMtmLDYear - jeu. 8 aoû13 - 05:24:28,OTHER,BUDAPEST_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:24:28,66,EXECUTED,SUCCEED,0,0,00:01:06
CASALONDON_PnLMtmLDYear - jeu. 8 aoû13 - 05:24:03,OTHER,CASALONDON_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:24:03,101,EXECUTED,SUCCEED,0,0,00:01:41
UK_PnLMtmFxTradYear - jeu. 8 aoû13 - 05:25:30,OTHER,UK_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:25:30,25,EXECUTED,SUCCEED,0,0,00:00:25
RUSSIA_PnLMtmIRSBDYear - jeu. 8 aoû13 - 05:25:32,OTHER,RUSSIA_PnLMtmIRSBDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:25:32,23,NO_RESULT,SUCCEED,0,0,00:00:23
UK_PnLMtmFxTradDay - jeu. 8 aoû13 - 05:25:35,OTHER,UK_PnLMtmFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:25:35,21,EXECUTED,SUCCEED,0,0,00:00:21
JOHANNESBG_PnLMtmIRSBLYear - jeu. 8 aoû13 - 05:25:48,OTHER,JOHANNESBG_PnLMtmIRSBLYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:25:48,13,NO_RESULT,SUCCEED,0,0,00:00:13
WARSAW_PnLMtmLDYear - jeu. 8 aoû13 - 05:25:08,OTHER,WARSAW_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:25:08,55,EXECUTED,SUCCEED,0,0,00:00:55
PRAHA_PnLMtmIRSBORLYear - jeu. 8 aoû13 - 05:26:11,PnL_EUROPE,PRAHA_PnLMtmIRSBORLYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:26:11,18,NO_RESULT,SUCCEED,0,0,00:00:18
BRATISLAVA_PnLMtmSecYear - jeu. 8 aoû13 - 05:26:34,OTHER,BRATISLAVA_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:26:34,22,NO_RESULT,SUCCEED,0,0,00:00:22
KIEV_PnLMtmSecYear - jeu. 8 aoû13 - 05:26:45,OTHER,KIEV_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:26:45,33,EXECUTED,SUCCEED,0,3,00:00:33
BUDAPEST_PnLMtmSecYear - jeu. 8 aoû13 - 05:26:58,OTHER,BUDAPEST_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:26:58,29,EXECUTED,SUCCEED,0,0,00:00:29
DUBAI_PnLMtmLDYear - jeu. 8 aoû13 - 05:23:55,OTHER,DUBAI_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:23:55,221,EXECUTED,SUCCEED,0,1,00:03:41
JOHANNESBG_PnLMtmIRSFixYear - jeu. 8 aoû13 - 05:27:24,OTHER,JOHANNESBG_PnLMtmIRSFixYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:24,15,NO_RESULT,SUCCEED,0,0,00:00:15
RUSSIA_PnLMtmIRSBLYear - jeu. 8 aoû13 - 05:27:30,OTHER,RUSSIA_PnLMtmIRSBLYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:30,14,NO_RESULT,SUCCEED,0,0,00:00:14
CASALONDON_PnLMtmSecYear - jeu. 8 aoû13 - 05:27:15,OTHER,CASALONDON_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:15,39,EXECUTED,SUCCEED,0,0,00:00:39
DIFC_PnLMtmLDYear - jeu. 8 aoû13 - 05:25:39,OTHER,DIFC_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:25:39,137,EXECUTED,SUCCEED,0,0,00:02:17
WARSAW_PnLMtmSecYear - jeu. 8 aoû13 - 05:27:27,OTHER,WARSAW_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:27,38,EXECUTED,SUCCEED,0,0,00:00:38
PRAHA_PnLMtmIRSFixYear - jeu. 8 aoû13 - 05:27:56,PnL_EUROPE,PRAHA_PnLMtmIRSFixYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:56,14,NO_RESULT,SUCCEED,0,0,00:00:14
BRATISLAVA_PnLMtmFutDay - jeu. 8 aoû13 - 05:28:28,OTHER,BRATISLAVA_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:28:28,15,NO_RESULT,SUCCEED,0,0,00:00:15
KIEV_PnLMtmFutDay - jeu. 8 aoû13 - 05:28:42,OTHER,KIEV_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:28:42,18,NO_RESULT,SUCCEED,0,0,00:00:18
BUDAPEST_PnLMtmFutDay - jeu. 8 aoû13 - 05:29:01,OTHER,BUDAPEST_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:01,10,NO_RESULT,SUCCEED,0,0,00:00:10
JOHANNESBG_PnLMtmIRSFlYear - jeu. 8 aoû13 - 05:28:58,OTHER,JOHANNESBG_PnLMtmIRSFlYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:28:58,14,NO_RESULT,SUCCEED,0,0,00:00:14
BAHRAIN_PnLMtmLDYear - jeu. 8 aoû13 - 05:26:21,OTHER,BAHRAIN_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:26:21,177,EXECUTED,SUCCEED,0,1,00:02:57
DUBAI_PnLMtmSecYear - jeu. 8 aoû13 - 05:29:07,OTHER,DUBAI_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:07,19,NO_RESULT,SUCCEED,0,0,00:00:19
DIFC_PnLMtmSecYear - jeu. 8 aoû13 - 05:29:14,OTHER,DIFC_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:14,15,NO_RESULT,SUCCEED,0,0,00:00:15
WARSAW_PnLMtmFutDay - jeu. 8 aoû13 - 05:29:30,OTHER,WARSAW_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:30,13,NO_RESULT,SUCCEED,0,0,00:00:13
PRAHA_PnLMtmIRSFloatYear - jeu. 8 aoû13 - 05:29:29,PnL_EUROPE,PRAHA_PnLMtmIRSFloatYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:29,14,NO_RESULT,SUCCEED,0,0,00:00:14
RUSSIA_PnLMtmIRSFixYear - jeu. 8 aoû13 - 05:29:15,OTHER,RUSSIA_PnLMtmIRSFixYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:15,32,EXECUTED,SUCCEED,0,0,00:00:32
CASALONDON_PnLMtmFutDay - jeu. 8 aoû13 - 05:29:33,OTHER,CASALONDON_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:29:33,18,NO_RESULT,SUCCEED,0,0,00:00:18
JOHANNESBG_PnLMtmIRSODYear - jeu. 8 aoû13 - 05:30:18,OTHER,JOHANNESBG_PnLMtmIRSODYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:30:18,11,NO_RESULT,SUCCEED,0,0,00:00:11
BAHRAIN_PnLMtmSecYear - jeu. 8 aoû13 - 05:30:20,OTHER,BAHRAIN_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:30:20,11,NO_RESULT,SUCCEED,0,0,00:00:11
ASTONISH - jeu. 8 aoû13 - 05:25:34,OTHER,ASTONISH,REPORT,TRESO-PAR; 07/06/2012,jeu. 8 aoû13 - 05:25:34,299,EXECUTED,SUCCEED,0,0,00:04:59
DIFC_PnLMtmFutDay - jeu. 8 aoû13 - 05:30:32,OTHER,DIFC_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:30:32,10,NO_RESULT,SUCCEED,0,0,00:00:10
DUBAI_PnLMtmFutDay - jeu. 8 aoû13 - 05:30:34,OTHER,DUBAI_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:30:34,12,NO_RESULT,SUCCEED,0,0,00:00:12
PRAHA_PnLMtmIRSOISDYear - jeu. 8 aoû13 - 05:30:40,PnL_EUROPE,PRAHA_PnLMtmIRSOISDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:30:40,9,NO_RESULT,SUCCEED,0,0,00:00:09
RUSSIA_PnLMtmIRSFlYear - jeu. 8 aoû13 - 05:30:46,OTHER,RUSSIA_PnLMtmIRSFlYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:30:46,17,EXECUTED,SUCCEED,0,0,00:00:17
JOHANNESBG_PnLMtmIRSOLYear - jeu. 8 aoû13 - 05:31:15,OTHER,JOHANNESBG_PnLMtmIRSOLYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:31:15,6,NO_RESULT,SUCCEED,0,0,00:00:06
BAHRAIN_PnLMtmFutDay - jeu. 8 aoû13 - 05:31:21,OTHER,BAHRAIN_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:31:21,6,NO_RESULT,SUCCEED,0,0,00:00:06
PRAHA_PnLMtmIRSOISLYear - jeu. 8 aoû13 - 05:31:32,PnL_EUROPE,PRAHA_PnLMtmIRSOISLYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:31:32,7,NO_RESULT,SUCCEED,0,0,00:00:07
RUSSIA_PnLMtmIRSODYear - jeu. 8 aoû13 - 05:31:49,OTHER,RUSSIA_PnLMtmIRSODYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:31:49,6,NO_RESULT,SUCCEED,0,0,00:00:06
RUSSIA_PnLMtmIRSOLYear - jeu. 8 aoû13 - 05:32:36,OTHER,RUSSIA_PnLMtmIRSOLYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:32:36,9,NO_RESULT,SUCCEED,0,0,00:00:09
PRAHA_PnLMtmLDYear - jeu. 8 aoû13 - 05:32:33,PnL_EUROPE,PRAHA_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:32:33,42,EXECUTED,SUCCEED,0,0,00:00:42
JOHANNESBG_PnLMtmLDYear - jeu. 8 aoû13 - 05:32:01,OTHER,JOHANNESBG_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:32:01,74,EXECUTED,SUCCEED,0,0,00:01:14
UK_PnLMtmLDDay - jeu. 8 aoû13 - 05:27:23,OTHER,UK_PnLMtmLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:23,374,EXECUTED,SUCCEED,0,4,00:06:14
PRAHA_PnLMtmSecYear - jeu. 8 aoû13 - 05:34:06,PnL_EUROPE,PRAHA_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:34:06,12,EXECUTED,SUCCEED,0,0,00:00:12
JOHANNESBG_PnLMtmSecYear - jeu. 8 aoû13 - 05:34:10,OTHER,JOHANNESBG_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:34:10,9,EXECUTED,SUCCEED,0,9,00:00:09
RUSSIA_PnLMtmLDYear - jeu. 8 aoû13 - 05:33:25,OTHER,RUSSIA_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:33:25,61,EXECUTED,SUCCEED,0,0,00:01:01
UK_PnLMtmSecDay - jeu. 8 aoû13 - 05:34:27,OTHER,UK_PnLMtmSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:34:27,31,EXECUTED,SUCCEED,0,4,00:00:31
JOHANNESBG_PnLMtmFutDay - jeu. 8 aoû13 - 05:35:10,OTHER,JOHANNESBG_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:35:10,8,EXECUTED,SUCCEED,0,0,00:00:08
PRAHA_PnLMtmFutDay - jeu. 8 aoû13 - 05:35:19,PnL_EUROPE,PRAHA_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:35:19,9,NO_RESULT,SUCCEED,0,0,00:00:09
RUSSIA_PnLMtmSecYear - jeu. 8 aoû13 - 05:35:15,OTHER,RUSSIA_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:35:15,16,EXECUTED,SUCCEED,0,2,00:00:16
UK_PnLMtmLDYear - jeu. 8 aoû13 - 05:27:25,OTHER,UK_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:27:25,493,EXECUTED,SUCCEED,0,4,00:08:13
UK_PnLMtmFutDay - jeu. 8 aoû13 - 05:35:50,OTHER,UK_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:35:50,9,EXECUTED,SUCCEED,0,6,00:00:09
TRESOPAR_PnLThetaDay - jeu. 8 aoû13 - 05:35:09,PnL_EUROPE,TRESOPAR_PnLThetaDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:35:09,67,EXECUTED,SUCCEED,0,54,00:01:07
RUSSIA_PnLMtmFutDay - jeu. 8 aoû13 - 05:36:26,OTHER,RUSSIA_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:36:26,7,NO_RESULT,SUCCEED,0,0,00:00:07
TRESOPAR_PnLThetaFxTradDay - jeu. 8 aoû13 - 05:36:58,PnL_EUROPE,TRESOPAR_PnLThetaFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:36:58,8,NO_RESULT,SUCCEED,0,0,00:00:08
UK_PnLMtmSecYear - jeu. 8 aoû13 - 05:36:31,OTHER,UK_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:36:31,35,EXECUTED,SUCCEED,0,17,00:00:35
UK_PnLMtmFutDay - jeu. 8 aoû13 - 05:37:55,OTHER,UK_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:37:55,7,EXECUTED,SUCCEED,0,6,00:00:07
ASTONISH - jeu. 8 aoû13 - 05:32:19,OTHER,ASTONISH,REPORT,ALM-PAR; 07/06/2012,jeu. 8 aoû13 - 05:32:19,477,EXECUTED,SUCCEED,0,0,00:07:57
KIEV_PnLMtmDay - jeu. 8 aoû13 - 05:45:18,OTHER,KIEV_PnLMtmDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:45:18,32,EXECUTED,SUCCEED,0,0,00:00:32
TRESOPAR_PnLThetaLDDay - jeu. 8 aoû13 - 05:37:57,PnL_EUROPE,TRESOPAR_PnLThetaLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:37:57,485,EXECUTED,SUCCEED,0,65,00:08:05
KIEV_PnLMtmFxTradDay - jeu. 8 aoû13 - 05:46:37,OTHER,KIEV_PnLMtmFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:46:37,11,EXECUTED,SUCCEED,0,0,00:00:11
KIEV_PnLMtmLDDay - jeu. 8 aoû13 - 05:47:31,OTHER,KIEV_PnLMtmLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:47:31,28,EXECUTED,SUCCEED,0,0,00:00:28
TRESOPAR_PnLThetaSecDay - jeu. 8 aoû13 - 05:46:53,OTHER,TRESOPAR_PnLThetaSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:46:53,108,EXECUTED,SUCCEED,0,207,00:01:48
PARISCASA_PnLMtmDay - jeu. 8 aoû13 - 05:46:40,OTHER,PARISCASA_PnLMtmDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:46:40,121,EXECUTED,SUCCEED,0,1,00:02:01
PARISCASA_PnLMtmYear - jeu. 8 aoû13 - 05:46:44,OTHER,PARISCASA_PnLMtmYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:46:44,118,EXECUTED,SUCCEED,0,1,00:01:58
KIEV_PnLMtmSecDay - jeu. 8 aoû13 - 05:48:43,OTHER,KIEV_PnLMtmSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:48:43,14,EXECUTED,SUCCEED,0,4,00:00:14
ASTONISH - jeu. 8 aoû13 - 05:41:53,OTHER,ASTONISH,REPORT,ALM-PAR; 07/06/2012,jeu. 8 aoû13 - 05:41:53,431,EXECUTED,SUCCEED,0,0,00:07:11
PARISCASA_PnLMtmFxTradDay - jeu. 8 aoû13 - 05:49:21,OTHER,PARISCASA_PnLMtmFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:49:21,6,NO_RESULT,SUCCEED,0,0,00:00:06
PARISCASA_PnLMtmFxTradYear - jeu. 8 aoû13 - 05:49:21,OTHER,PARISCASA_PnLMtmFxTradYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:49:21,9,NO_RESULT,SUCCEED,0,0,00:00:09
KIEV_PnLMtmFutDay - jeu. 8 aoû13 - 05:49:37,OTHER,KIEV_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:49:37,6,NO_RESULT,SUCCEED,0,0,00:00:06
RUSSIA_PnLMtmDay - jeu. 8 aoû13 - 05:51:06,OTHER,RUSSIA_PnLMtmDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:51:06,54,EXECUTED,SUCCEED,0,0,00:00:54
RUSSIA_PnLMtmFxTradDay - jeu. 8 aoû13 - 05:52:48,OTHER,RUSSIA_PnLMtmFxTradDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:52:48,9,EXECUTED,SUCCEED,0,0,00:00:09
RUSSIA_PnLMtmIRSBDDay - jeu. 8 aoû13 - 05:53:39,OTHER,RUSSIA_PnLMtmIRSBDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:53:39,5,NO_RESULT,SUCCEED,0,0,00:00:05
RUSSIA_PnLMtmIRSBLDay - jeu. 8 aoû13 - 05:54:24,OTHER,RUSSIA_PnLMtmIRSBLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:54:24,5,NO_RESULT,SUCCEED,0,0,00:00:05
UK_PnLMtmIRSBDDay - jeu. 8 aoû13 - 05:54:32,OTHER,UK_PnLMtmIRSBDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:54:32,8,EXECUTED,SUCCEED,0,0,00:00:08
RUSSIA_PnLMtmIRSFixDay - jeu. 8 aoû13 - 05:55:10,OTHER,RUSSIA_PnLMtmIRSFixDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:55:10,13,EXECUTED,SUCCEED,0,0,00:00:13
UK_PnLMtmIRSBLDay - jeu. 8 aoû13 - 05:55:18,OTHER,UK_PnLMtmIRSBLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:55:18,10,EXECUTED,SUCCEED,0,0,00:00:10
BALANCE - jeu. 8 aoû13 - 05:31:24,OTHER,BALANCE,REPORT,07/06/2012; 01/01/2012; 01/01/2012; 07/06/2012; NULL; NULL; NULL; TRES_BALAN; Yes; No; No; No; No; No; No; No; No; No; No; Yes,jeu. 8 aoû13 - 05:31:24,1445,EXECUTED,SUCCEED,0,0,00:24:05
RUSSIA_PnLMtmIRSFlDay - jeu. 8 aoû13 - 05:56:02,OTHER,RUSSIA_PnLMtmIRSFlDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:56:02,10,EXECUTED,SUCCEED,0,0,00:00:10
UK_PnLMtmIRSFixDay - jeu. 8 aoû13 - 05:56:13,OTHER,UK_PnLMtmIRSFixDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:56:13,39,EXECUTED,SUCCEED,0,0,00:00:39
PARISCASA_PnLMtmLDDay - jeu. 8 aoû13 - 05:50:00,OTHER,PARISCASA_PnLMtmLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:50:00,416,EXECUTED,SUCCEED,0,0,00:06:56
RUSSIA_PnLMtmIRSODDay - jeu. 8 aoû13 - 05:56:55,OTHER,RUSSIA_PnLMtmIRSODDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:56:55,5,NO_RESULT,SUCCEED,0,0,00:00:05
ASTONISH - jeu. 8 aoû13 - 05:50:38,OTHER,ASTONISH,REPORT,UK; 07/06/2012,jeu. 8 aoû13 - 05:50:38,407,EXECUTED,SUCCEED,0,0,00:06:47
RUSSIA_PnLMtmIRSOLDay - jeu. 8 aoû13 - 05:57:51,OTHER,RUSSIA_PnLMtmIRSOLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:57:51,5,NO_RESULT,SUCCEED,0,0,00:00:05
PARISCASA_PnLMtmSecDay - jeu. 8 aoû13 - 05:57:44,OTHER,PARISCASA_PnLMtmSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:57:44,43,EXECUTED,SUCCEED,0,17,00:00:43
PARISCASA_PnLMtmLDYear - jeu. 8 aoû13 - 05:50:10,OTHER,PARISCASA_PnLMtmLDYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:50:10,506,EXECUTED,SUCCEED,0,0,00:08:26
UK_PnLMtmIRSFlDay - jeu. 8 aoû13 - 05:57:29,OTHER,UK_PnLMtmIRSFlDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:57:29,68,EXECUTED,SUCCEED,0,9,00:01:08
PARISCASA_PnLMtmFutDay - jeu. 8 aoû13 - 05:59:03,OTHER,PARISCASA_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:59:03,11,NO_RESULT,SUCCEED,0,0,00:00:11
RUSSIA_PnLMtmLDDay - jeu. 8 aoû13 - 05:58:28,OTHER,RUSSIA_PnLMtmLDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:58:28,47,EXECUTED,SUCCEED,0,0,00:00:47
UK_PnLMtmIRSODDay - jeu. 8 aoû13 - 05:59:20,OTHER,UK_PnLMtmIRSODDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:59:20,5,NO_RESULT,SUCCEED,0,0,00:00:05
RUSSIA_PnLMtmSecDay - jeu. 8 aoû13 - 05:59:54,OTHER,RUSSIA_PnLMtmSecDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:59:54,8,EXECUTED,SUCCEED,0,0,00:00:08
KIEV_PnLMtmIRSBDDay - jeu. 8 aoû13 - 06:00:04,OTHER,KIEV_PnLMtmIRSBDDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:00:04,7,NO_RESULT,SUCCEED,0,0,00:00:07
UK_PnLMtmIRSOLDay - jeu. 8 aoû13 - 06:00:08,OTHER,UK_PnLMtmIRSOLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:00:08,6,NO_RESULT,SUCCEED,0,0,00:00:06
PARISCASA_PnLMtmSecYear - jeu. 8 aoû13 - 05:59:18,OTHER,PARISCASA_PnLMtmSecYear,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 05:59:18,89,EXECUTED,SUCCEED,0,15,00:01:29
RUSSIA_PnLMtmFutDay - jeu. 8 aoû13 - 06:00:45,OTHER,RUSSIA_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:00:45,8,NO_RESULT,SUCCEED,0,0,00:00:08
KIEV_PnLMtmIRSBLDay - jeu. 8 aoû13 - 06:00:55,OTHER,KIEV_PnLMtmIRSBLDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:00:55,5,NO_RESULT,SUCCEED,0,0,00:00:05
PARISCASA_PnLMtmFutDay - jeu. 8 aoû13 - 06:01:27,OTHER,PARISCASA_PnLMtmFutDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:01:27,13,NO_RESULT,SUCCEED,0,0,00:00:13
KIEV_PnLMtmIRSFixDay - jeu. 8 aoû13 - 06:01:51,OTHER,KIEV_PnLMtmIRSFixDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:01:51,12,NO_RESULT,SUCCEED,0,0,00:00:12
KIEV_PnLMtmIRSFlDay - jeu. 8 aoû13 - 06:02:51,OTHER,KIEV_PnLMtmIRSFlDay,GLOBAL_SCRIPT,,jeu. 8 aoû13 - 06:02:51,7,NO_RESULT,SUCCEED,0,0,00:00:07
JUSTPOCHPI - jeu. 8 aoû13 - 06:02:37,OTHER,JUSTPOCHPI,REPORT,07/06/2012; 30/04/2007; PARISCASA; NULL; NULL; NULL; No,jeu. 8 aoû13 - 06:02:37,31,EXECUTED,SUCCEED,0,0,00:00:31
