processName,/group,instanceCount,percentCPU,residentSetSize,processId,numThreads,percentMemory,virtualMemory,startTime,args,user
Transformer,,1,0.03 %,195276 Kb,20767,44,1.20 %,5740868 Kb,Tue Jun 18 17:13:14 2013,/home/caplin/DeploymentFramework-6.0.3-262087/servers/Transformer/bin/transformer -r /home/caplin/DeploymentFramework-6.0.3-262087/servers/Transformer -f transformer.conf -n transformer -d,caplin
