processName,/group,instanceCount,percentCPU,residentSetSize,processId,numThreads,percentMemory,virtualMemory,startTime,args,user
Liberator,,1,0.04%,225316 Kb,15823,38,1.38%,6186836 Kb,Tue Jun 18 17:09:36 2013,/home/caplin/DeploymentFramework-6.0.3-262087/servers/Liberator/bin/rttpd -r /home/caplin/DeploymentFramework-6.0.3-262087/servers/Liberator -f rttpd.conf -n rttpd -d,caplin
